pk,desa,direccion,ubicacion,localidad,cod_postal,isla,x,y,vigencia_inicio,vigencia_fin
1,DESA00004,LUGAR PIEDRA SANTA S/N,CENTRAL TÉRMICA JINÁMAR: Sala de control,Palmas de Gran Canaria (Las),35016,GRAN CANARIA,459853,3.10171e+006,20170908000000,
2,DESA00005,LUGAR SALINAS DEL MATORRAL S/N  - JUAN GRANDE,CENTRAL TÉRMICA EL MATORRAL: Sala de control de la central,San Bartolome de Tirajana,35107,GRAN CANARIA,456900,3.07538e+006,20170908000000,
3,DESA00009,AVDA FRANCISCO LA ROCHE S/N,REAL CLUB NAUTICO DE TENERIFE: Botiquín del Club,Santa Cruz de Tenerife,38001,TENERIFE,378400,3.15086e+006,20170908000000,
4,DESA00010,PUERTO DE FUERTEVENTURA,PUERTO DE FUERTEVENTURA: Vehículo Jefe Servicio Policía Portuaria en el Muelle de Puerto del Rosario  Recinto Portuario,Puerto del Rosario,35310,FUERTEVENTURA,612007,3.15301e+006,20170908000000,
5,DESA00022,PUERTO DE LANZAROTE,PUERTO DE LANZAROTE: Vehículo Jefe Servicio Policía Portuaria en el Muelle de los Mármoles  Recinto Portuario,Arrecife,35310,LANZAROTE,643619,3.20592e+006,20170908000000,
6,DESA00023,PUERTO DE LANZAROTE,PUERTO DE LANZAROTE: Vehículo Policía Portuaria en el Muelle de Cruceros  Recinto Portuario,Arrecife,35310,LANZAROTE,643619,3.20592e+006,20170908000000,
7,DESA00025,PUERTO DE FUERTEVENTURA,PUERTO DE FUERTEVENTURA: Vehículo Policía Portuaria en el Muelle de Cruceros  Recinto Portuario,Puerto del Rosario,35310,FUERTEVENTURA,612007,3.15301e+006,20170908000000,
8,DESA00038,AEROPUERTO DEL HIERRO 1,AEROPUERTO DEL HIERRO: Entrada principal acceso a la terminal,Valverde del Hierro,38910,EL HIERRO,215483,3.07904e+006,20170908000000,
9,DESA00039,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Facturación. Pilar frente mostrador 23 Columna D11,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
10,DESA00040,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Facturación B. Columna frente a mostrador 23 Columna D04,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
11,DESA00041,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Llegadas A. Pilar frente cintas A4 y A6 Columna G19,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
12,DESA00042,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Llegadas B. Pilar frente cinta B34 Columna C19,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
13,DESA00043,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Control A Zona pública antes filtro Columna F04,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
14,DESA00044,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Embarque Este  junto puertas 12 13 Columna K11,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
15,DESA00045,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Embarque Oeste  junto puertas 20 21 Columna K01,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
16,DESA00046,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Edificio salidas T2. Centro hall junto puerto de información,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
17,DESA00047,AEROPUERTO REINA SOFIA S/N,AEROPUERTO DE TENERIFE SUR: Filtro C2 Acceso a plataforma  caseta de control,Granadilla de Abona,38610,TENERIFE,344918,3.10353e+006,20170908000000,
18,DESA00053,AEROPUERTO DE LA GOMERA S/N,AEROPUERTO DE LA GOMERA: Planta baja  zona mostradores facturación,Alajero,38812,LA GOMERA,282531,3.10269e+006,20170908000000,
19,DESA00054,AEROPUERTO DE LA GOMERA S/N,AEROPUERTO DE LA GOMERA: Planta baja  zona llegadas  puerta acceso terminal,Alajero,38812,LA GOMERA,282531,3.10269e+006,20170908000000,
20,DESA00057,AEROPUERTO DE LANZAROTE S/N,AEROPUERTO DE LANZAROTE: Terminal T2   Zona control embarque  detrás de escáner,San Bartolome de Lanzarote,35509,LANZAROTE,635576,3.20332e+006,20170908000000,
21,DESA00058,AEROPUERTO DE LANZAROTE S/N,AEROPUERTO DE LANZAROTE: Terminal T1   Planta baja llegadas,San Bartolome de Lanzarote,35509,LANZAROTE,635576,3.20332e+006,20170908000000,
22,DESA00059,AEROPUERTO DE LANZAROTE S/N,AEROPUERTO DE LANZAROTE: Terminal T1   Planta alta facturación,San Bartolome de Lanzarote,35509,LANZAROTE,635576,3.20332e+006,20170908000000,
23,DESA00062,CALLE SUERTE (LA) S/N BCO LA RAYA-CRUZ SANTA,CAMPO DE FUTBOL LA SUERTE: Cuarto de enfermería,Realejos (Los),38413,TENERIFE,346965,3.13981e+006,20170908000000,
24,DESA00063,AVDA CANARIAS S/N ICOD EL ALTO,CAMPO LA ZARZA: Vestuarios de árbitros,Realejos (Los),38410,TENERIFE,341216,3.14057e+006,20170908000000,
25,DESA00064,CALLE VIERA Y CLAVIJO 80,CAMPO DE FUTBOL LOS PRINCIPES: Cuarto de enfermería,Realejos (Los),38416,TENERIFE,344416,3.1402e+006,20170908000000,
26,DESA00065,CALLE LONGUERA (LA) 110 TOSCAL-LONGUERAS,CAMPO DE FUTBOL ANTONIO YEOWARD: Cuarto de enfermería,Realejos (Los),38418,TENERIFE,345143,3.14219e+006,20170908000000,
27,DESA00066,AVDA REMEDIOS (LOS) 52,POLICÍA LOCAL: Entrada al recinto,Realejos (Los),38410,TENERIFE,344882,3.1404e+006,20170908000000,
28,DESA00067,CALLE PUERTO DE LA CRUZ S/N LONGUERA,ESTADIO MUNICIPAL DE ATLETISMO: Entrada cuarto de taquilla,Realejos (Los),38410,TENERIFE,345511,3.14208e+006,20170908000000,
29,DESA00068,CALLE SAN ISIDRO S/N,PISCINA MUNICIPAL LOS REALEJOS: Pared al lado de los vestuarios,Realejos (Los),38410,TENERIFE,344912,3.14074e+006,20170908000000,
30,DESA00069,PLAYA SOCORRO (EL) S/N,PLAYA DEL SOCORRO: Cuarto de los socorristas,Realejos (Los),38416,TENERIFE,342874,3.14188e+006,20170908000000,
31,DESA00070,CALLE SAN AGUSTIN 7,PROTECCIÓN CIVIL: Entrada al fondo a la izquierda,Realejos (Los),38410,TENERIFE,344745,3.14094e+006,20170908000000,
32,DESA00071,CMNO CERCADO (EL) S/N PALO BLANCO,CAMPO EL CERCADO: Cuarto de enfermería,Realejos (Los),38415,TENERIFE,345421,3.13847e+006,20170908000000,
33,DESA00072,CALLE RUIZ ANDION S/N,PABELLÓN MUNICIPAL DE DEPORTES: Entrada principal a la izquierda,Realejos (Los),38419,TENERIFE,345207,3.14133e+006,20170908000000,
34,DESA00073,AVDA JUAN CARLOS I 29 2ª PLANTA - ALA A,C.C. LAS RAMBLAS: Servicio médico,Palmas de Gran Canaria (Las),35019,GRAN CANARIA,455890,3.10984e+006,20170908000000,
35,DESA00075,AUTOVÍA GC1  S/N KM 55-SALIDA AL CORTIJO,C.C. LAS TERRAZAS: Columna frente a Mercadon,Telde,35220,GRAN CANARIA,461219,3.10046e+006,20170908000000,
36,DESA00078,CALLE PIEDRA SANTA S/N,DESALADORA LAS PALMAS III: Cabina del vigilante de seguridad ubicada junto a los aparcamientos de dicha instalación,Palmas de Gran Canaria (Las),35016,GRAN CANARIA,459745,3.10172e+006,20170908000000,
37,DESA00079,CTRA DEL CENTRO  KM 2,DEPURADORA DE BARRANCO SECO: En el puesto del operario de turno de depuración,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,458182,3.10734e+006,20170908000000,
38,DESA00080,PLAZA DE LA CONSTITUCIÓN 2,REGISTRADO EL 20 09 2012 :OFICINAS CENTRALES DE EMALSA: En la cabina del vigilante de seguridad ubicada a la entrada  24 07 2019 :  CAM BIO EMPLAZAMIENTO   OFICINAS CENTRALES DE EMALSA :Pared oficina atención al cliente.,Palmas de Gran Canaria (Las),35003,GRAN CANARIA,458374,3.10977e+006,20170908000000,
39,DESA00081,AUTOVÍA GC1 S/N KM 5 SALIDA 5,C.C. EL MIRADOR: Punto Información Planta Alta,Palmas de Gran Canaria (Las),35220,GRAN CANARIA,460183,3.10086e+006,20170908000000,
40,DESA00082,CALLE CRISTOBAL DE FRANCHY 12,CAMPO DE FÚTBOL DEL MAYORAZGO: En el almacén a mano izquierda,Orotava (La),38300,TENERIFE,350151,3.14183e+006,20170908000000,
41,DESA00083,PLAZA AYUNTAMIENTO (DEL) S/N,AYUNTAMIENTO DE LA OROTAVA: Sala centralita ordenanzas  entrando a mano derecha,Orotava (La),38300,TENERIFE,350610,3.14126e+006,20170908000000,
42,DESA00084,CMNO LA  ARBEJA  S/N LA PERDOMA,CAMPO DE FÚTBOL ANTONIO HERNÁNDEZ HERNÁNDEZ: Oficina entrando a la izquierda,Orotava (La),38300,TENERIFE,347858,3.14083e+006,20170908000000,
43,DESA00095,CALLE TOSCA DE LA IGLESIA 10,PABELLÓN DEPORTIVO FERNANDO LUIS GONZÁLEZ: Entrada al pabellón  lado izquierdo,Santa Ursula,38390,TENERIFE,353970,3.14512e+006,20170908000000,
44,DESA00096,AVDA MAR (EL) 26 COSTA TEGUISE,HOTEL LAS CORONAS PLAYA: Recepción,Teguise,35509,LANZAROTE,646180,3.20818e+006,20170908000000,
45,DESA00097,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Embarque centro  frente a información,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
46,DESA00098,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Antigua facturación,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
47,DESA00099,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Embarque zona norte,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
48,DESA00100,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Llegadas rent a car,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
49,DESA00101,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Llegadas oficinas compañía aéreas tour operadores,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
50,DESA00102,AEROPUERTO DE FUERTEVENTURA S/N,AEROPUERTO DE FUERTEVENTURA: Nueva facturación,Puerto del Rosario,35610,FUERTEVENTURA,610678,3.14775e+006,20170908000000,
51,DESA00103,AUTOPISTA STA CRUZ-LA LAGUNA S/N SALIDA LAS CHUMBERAS,C.C. ALCAMPO LA LAGUNA: Galería comercial entre seguridad y el punto de información,Laguna (La),38206,TENERIFE,372125,3.14912e+006,20170908000000,
52,DESA00104,AVIA GRAN CANARIA 1 KM 8 LAS MARETAS,C.C. ALCAMPO TELDE: Galería comercial cerca punto información,Telde,35220,GRAN CANARIA,461959,3.09848e+006,20170908000000,
53,DESA00105,CALLE LA ANGOSTURA 7 BCO HONDO,CAMPO DE FUTBOL 11 BCO. HONDO: En el cuarto anexo al cuarto de riego,Candelaria,38510,TENERIFE,366529,3.14171e+006,20170908000000,
54,DESA00106,CALLE JOSÉ RODRÍGUEZ RAMÍREZ S/N,CAMPO DE FUTBOL 11 CANDELARIA: En el cuarto de dependencias de oficina,Candelaria,38530,TENERIFE,366014,3.13858e+006,20170908000000,
55,DESA00108,CALLE BJOERN LYNG 2 ARGUINEGUIN,HOTEL VALLE MARINA: Zonas comunes,Mogan,35140,GRAN CANARIA,431776,3.07271e+006,20170908000000,
56,DESA00109,CALLE BJOERN LYNG 2 ARGUINEGUIN,HOTEL VALLE MARINA: Zonas comunes,Mogan,35140,GRAN CANARIA,431776,3.07271e+006,20170908000000,
57,DESA00110,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Baja   Llegadas Internacionales. Coordenadas G 5 6,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
58,DESA00111,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Baja   Facturación 3. Lateral de oficina de RYR. Coordenadas F G 22,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
59,DESA00112,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Baja   Llegadas cumunitarias. Cinta de entrega de equipajes n  33. Coordenadas K 35 36,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
60,DESA00113,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Primera   Salidas Internacionales puertas de embarque  B4 B5 . Coordenadas B 3 4,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
61,DESA00114,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA: Planta primera. En facturación 1  frente a oficina n  105. Coordenadas G 14 15,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
62,DESA00115,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Primera   Salidas comunitarias  delante del ascensor A 16. Coordenadas D E 23,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
63,DESA00116,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA: Planta primera. Facturación 2  frente a la oficina n  45. Coordenadas K 34 35,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
64,DESA00117,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Primera   Salidas comunitarias  pasillo altura puerta de embarque A26. Coordenadas C  38 40,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
65,DESA00118,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Segunda   Oficinas de AENA  junto a oficina n 26. Coordenadas G H 4 5,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
66,DESA00119,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Segunda   Sala Galdos. Coordenadas C D 23,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
67,DESA00120,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Segunda   Oficinas Antiguas de AENA Hall situado entre las oficinas n 91 y 96. Coordenadas C D 35 36,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
68,DESA00121,AEROPUERTO DE GRAN CANARIA S/N,AEROPUERTO DE GRAN CANARIA   Planta Baja   Llegadas Internacionales   Frente a Cinta equipajes 41 Coordenadas  F49,Ingenio,35230,GRAN CANARIA,461611,3.09029e+006,20170908000000,
69,DESA00122,AVDA LOS OCEANOS S/N ALCALA,HOTEL GRAN MELIÁ PALACIO DE ISORA: En office de recepción  al lado del armario de emergencia  entrada principal a la derecha.,Guia de Isora,38686,TENERIFE,320310,3.12123e+006,20170908000000,
70,DESA00123,AVDA LAS AMERICAS 2 PLAYA LAS AMERICAS,HOTEL PARQUE SANTIAGO III: Recepción  BACK OFFICE,Arona,38660,TENERIFE,329660,3.10451e+006,20170908000000,
71,DESA00124,CALLE VIERA Y CLAVIJO 37,BANCO DE ESPAÑA: Entrada instalaciones,Santa Cruz de Tenerife,38004,TENERIFE,377131,3.1499e+006,20170908000000,
72,DESA00125,CALLE LEON Y CASTILLO 6,BANCO DE ESPAÑA: Entrada instalaciones,Palmas de Gran Canaria (Las),35003,GRAN CANARIA,458964,3.1094e+006,20170908000000,
73,DESA00129,CALLE SAN BORONDON 6,HOTEL AMADORES: Recepción,Mogan,35130,GRAN CANARIA,429733,3.07464e+006,20170908000000,
74,DESA00130,AVDA CORNISA DE (LA) 21 BAJO,HOTEL ALTAMAR: Recepción,Mogan,35130,GRAN CANARIA,429088,3.07399e+006,20170908000000,
75,DESA00131,AVDA CORNISA DE (LA) 25 BAJO,HOTEL EDEN: Recepción,Mogan,35130,GRAN CANARIA,429092,3.07403e+006,20170908000000,
76,DESA00135,PASEO MIGUEL ESCARRE S/N  PLAYA LA JAQUITA,PLAYA DE LA JAQUITA: Puesto del socorrista,Guia de Isora,38686,TENERIFE,319928,3.12144e+006,20170908000000,
77,DESA00136,PLAYA BARCA S/N COSTA CALMA,HOTEL MELIA GORRIONES: En vehículo VIR en Playa barca,Pajara,35627,FUERTEVENTURA,574134,3.11245e+006,20170908000000,
78,DESA00137,AVDA MANUEL HERMOSO ROJAS 16,C.C. MERIDIANO: Planta galería  junto a plaza de Cortefiel,Santa Cruz de Tenerife,38005,TENERIFE,376839,3.14852e+006,20170908000000,
79,DESA00139,CALLE LA DEHESA S/N MIRAFLORES,CIUDAD DEPORTIVA MIRAFLORES: Acceso hall vestuarios piscina,Santa Cruz de la Palma,38700,LA PALMA,228440,3.17771e+006,20170908000000,
80,DESA00140,CALLE EINSTEIN S/N PARCELA 34-URB SONNENLAND,PALM OASIS MASPALOMAS: En recepción  entrando a la derecha,San Bartolome de Tirajana,35100,GRAN CANARIA,440918,3.07135e+006,20170908000000,
81,DESA00141,CALLE LA DEHESA S/N MIRAFLORES,CIUDAD DEPORTIVA MIRAFLORES: Control de la zona de enfermería,Santa Cruz de la Palma,38700,LA PALMA,228440,3.17771e+006,20170908000000,
82,DESA00142,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Hall primera planta junto a cajeros,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
83,DESA00143,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Sala facturación  planta baja  escalera mostradores 25 26,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
84,DESA00144,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Sala facturación  planta baja  junto a escaleras mostradores 1 y 2,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
85,DESA00145,CALLE VIRGEN DEL ROCIO 7 ESQ CALLE 1º DE MAYO 39,CABILDO DE FUERTEVENTURA: Recepción,Puerto del Rosario,35600,FUERTEVENTURA,611546,3.15296e+006,20170908000000,
86,DESA00146,CALLE ALMIRANTE LLALEMAND 32,SOCIEDAD DEPORTIVA Y CULTURAL  CLUB DEPORTIVO HERBARIA: En la cafetería acceso al centro,Puerto del Rosario,35600,FUERTEVENTURA,612324,3.15318e+006,20170908000000,
87,DESA00147,CALLE RAMIRO DE MAEZTU 2,AUDITORIO INSULAR DE FUERTEVENTURA: Entrada vestíbulo del auditorio,Puerto del Rosario,35600,FUERTEVENTURA,611671,3.1533e+006,20170908000000,
88,DESA00149,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Zona llegadas recepción equipajes  planta baja,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
89,DESA00150,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Zona de embarque  vuelos nacionales  primera planta,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
90,DESA00152,AEROPUERTO DE TENERIFE NORTE S/N,AEROPUERTO TENERIFE NORTE: Zona de embarque  vuelos interinsulares  planta baja,Laguna (La),38297,TENERIFE,368205,3.15183e+006,20170908000000,
91,DESA00158,CALLE TOMAS QUEVEDO RAMIREZ S/N,PUERTO DE LAS PALMAS: Oficina de la Policía Portuaria  Recinto Portuario,Palmas de Gran Canaria (Las),35310,GRAN CANARIA,458885,3.11355e+006,20170908000000,
92,DESA00159,CALLE TOMAS QUEVEDO RAMIREZ S/N,PUERTO DE LAS PALMAS: Vehículo del Jefe de Servicio de la Policía Portuaria  Recinto Portuario,Palmas de Gran Canaria (Las),35310,GRAN CANARIA,458885,3.11355e+006,20170908000000,
93,DESA00160,CALLE JOAQUIN BLANCO TORRENT S/N,MUELLE DEPORTIVO: Oficina de la Policía Portuaria. Dársena de Embarcaciones Menores,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,458885,3.11355e+006,20170908000000,
94,DESA00161,PUERTO DE ARINAGA S/N,MUELLE DE AGÜIMES: Oficina de la Policía Portuaria,Agüimes,35118,GRAN CANARIA,460239,3.08057e+006,20170908000000,
95,DESA00163,AVDA OASIS (DEL) 34 MASPALOMAS,GRAN HOTEL RESIDENCIA: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,441160,3.06849e+006,20170908000000,
96,DESA00164,AVDA OASIS (DEL) S/N MASPALOMAS,HOTEL PALM BEACH: Back office de recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,441328,3.06823e+006,20170908000000,
97,DESA00166,CALLE MARTE 2 PUERTO DEL CARMEN,HOTEL LOS JAMEOS PLAYA: Recepción,Tias,35510,LANZAROTE,633753,3.20099e+006,20170908000000,
98,DESA00167,CALLE MENCEYS S/N  PLAYA EL INGLES,HOTEL SANDY BEACH: Recepción,San Bartolome de Tirajana,35100,GRAN CANARIA,443764,3.07051e+006,20170908000000,
99,DESA00169,PLAZA DEL AYUNTAMIENTO S/N,CASA DE LA CULTURA SAN AGUSTÍN: Entrada principal a la izquierda,Orotava (La),38300,TENERIFE,350807,3.14145e+006,20170908000000,
100,DESA00171,CALLE MONTAÑETA (LA) 3 LA PERDOMA,PABELLON CELESTINO HDEZ:Entrando al pabellón en pista a la izquierda,Orotava (La),38315,TENERIFE,347955,3.13994e+006,20170908000000,
101,DESA00173,CALLE EL CALVARIO 1,AUDITORIO TEOBALDO POWER: En el salón de entrada  al fondo en pared izquierda,Orotava (La),38300,TENERIFE,350886,3.1415e+006,20170908000000,
102,DESA00176,CZADA MARTIANEZ 4,APTOS. CASABLANCA: Hall recepción,Puerto de la Cruz,38400,TENERIFE,348850,3.14403e+006,20170908000000,
103,DESA00177,CALLE MERCEDES (LAS) LAS TORRES 6 LAS TORRES-TACO,COOPERATIVA FARMACEUTICA  DE TENERIFE  COFARTE : en la recepción de la empresa entrando a mano derecha.,Laguna (La),38108,TENERIFE,372922,3.14866e+006,20170908000000,
104,DESA00178,CALLE TRIANA 38,OFICINAS CENTRALES C.A.C.T.: En la sala de espera  situada a la entrada principal,Arrecife,35500,LANZAROTE,640835,3.20452e+006,20170908000000,
105,DESA00179,CALLE LA GARLOPA 24 POLIG INDUSTRIAL ARINAGA,ERICSSON LAS PALMAS: Junto almacén residuos peligrosos,Agüimes,35118,GRAN CANARIA,459808,3.08165e+006,20170908000000,
106,DESA00182,AVDA NAOS (DE) S/N,CASTILLO SAN JOSE: En el pasillo de acceso a la cocina desde el restaurante,Arrecife,35500,LANZAROTE,642916,3.20566e+006,20170908000000,
107,DESA00184,CTRA DE YE S/N,MIRADOR DEL RIO: En el office del bar  junto a la cafetería,Haria,35520,LANZAROTE,647601,3.23269e+006,20170908000000,
108,DESA00185,CTRA ARRIETA-ORZOLA S/N PUNTA MUJERES,CUEVA LOS VERDES: En la taquilla de acceso al centro,Haria,35542,LANZAROTE,651824,3.22685e+006,20170908000000,
109,DESA00187,AVDA GARAFIA S/N GUATIZA,JARDIN DE CACTUS: En el cuarto de botiquín  al lado de los aseos situados junto a la cafetería,Teguise,35544,LANZAROTE,648260,3.21786e+006,20170908000000,
110,DESA00188,AVDA DE LOS VOLCANES S/N,MONTAÑA DEL FUEGO: En el cuarto de botiquín  al lado de la oficina del encargado del centro,Tinajo,35560,LANZAROTE,621443,3.20923e+006,20170908000000,
111,DESA00190,CTRA ARRIETA  ORZOLA S/N PUNTA MUJERES,JAMEOS DEL AGUA: En la taquilla de acceso al centro,Haria,35542,LANZAROTE,652668,3.22642e+006,20170908000000,
112,DESA00191,PEÑA DE MOZAGA S/N MOZAGA,MONUMENTO AL CAMPESINO: En el bar tasca  en el pasillo interior que va hasta el comedor de personal,San Bartolome de Lanzarote,35562,LANZAROTE,634849,3.21056e+006,20170908000000,
113,DESA00197,CALLE HAMBURGO 12 PLAYA EL INGLES,EDIF. EUROPALACE: Recepción del edificio,San Bartolome de Tirajana,35100,GRAN CANARIA,444904,3.07118e+006,20170908000000,
114,DESA00199,CALLE CIUDAD JARDIN 16,COLEGIO PUREZA DE MARÍA: Entrando a la piscina a mano izquierda,Realejos (Los),38419,TENERIFE,347122,3.14174e+006,20170908000000,
115,DESA00201,CALLE CIUDAD JARDIN 16,COLEGIO PUREZA DE MARÍA: Entrando pasillo izquierdo a mitad del mismo a la derecha. Recepción del centro,Realejos (Los),38419,TENERIFE,347122,3.14174e+006,20170908000000,
116,DESA00203,CALLE INFANTA CRISTINA 5 PARQUE LA REINA,C.E.I.P. ARONA PARQUE LA REINA: Entrando a la izquierda  pasillo pared derecha,Arona,38627,TENERIFE,336521,3.10369e+006,20170908000000,
117,DESA00208,CALLE GRANDE 1,AYUNTAMIENTO ADEJE: Oficina de Voluntariado de Protección Civil Adeje,Adeje,38670,TENERIFE,329773,3.11018e+006,20170908000000,
118,DESA00209,CALLE IRLANDA 1 PLAYA BLANCA,HOTEL ROYAL MONICA PLAYA BLANCA: Recepción,Yaiza,35570,LANZAROTE,610934,3.19322e+006,20170908000000,
119,DESA00210,CALLE GRAN CANARIA 2 URB BUTIHONDO,HOTEL ROBINSON CLUB ESQUINZO PLAYA: Recepción,Pajara,35625,FUERTEVENTURA,568560,3.10584e+006,20170908000000,
120,DESA00211,CALLE LA VERGA S/N ARGUINEGUIN,HOTEL RADISSON BLU RESORT GRAN CANARIA: Recepción en un cuarto detrás señalizado,Mogan,35120,GRAN CANARIA,431928,3.07216e+006,20170908000000,
121,DESA00215,CALLE GUAYADEQUE 3 PUERTO DEL CARMEN,CLUB LAS CALAS: Junto recepción,Tias,35510,LANZAROTE,630581,3.20032e+006,20170908000000,
122,DESA00222,CALLE ITALIA 5 PUERTO DEL CARMEN,CLUB CALYPSO: Bajo pérgola casa mantenimiento,Tias,35510,LANZAROTE,632159,3.20002e+006,20170908000000,
123,DESA00223,AVDA SALADAR DEL 6 JANDIA,HOTEL ROBINSON CLUB JANDIA PLAYA: Recepción,Pajara,35625,FUERTEVENTURA,564621,3.10275e+006,20170908000000,
124,DESA00224,CALLE JUAN SEBASTIAN ELCANO 27 RADAZUL,CLUB DE MAR RADAZUL: En la piscina  en la sala de curas del socorrista,Rosario (El),38109,TENERIFE,370671,3.14233e+006,20170908000000,
125,DESA00225,AVDA BRUSELAS (DE) 1,HOTEL BAHÍA PRINCESS: En el hall del hotel,Adeje,38660,TENERIFE,329736,3.10789e+006,20170908000000,
126,DESA00227,CALLE LONDRES 1,HOTEL GUAYARMINA PRINCESS: En su oficina de recepción,Adeje,38660,TENERIFE,329575,3.10783e+006,20170908000000,
127,DESA00228,CALLE JOAQUIN BLUME 101,CLÍNICA DENTAL QUINTANA LÓPEZ: Entrada a la izquierda de la escalera,Santa Lucia,35110,GRAN CANARIA,455759,3.0801e+006,20170908000000,
128,DESA00229,AVDA RAFAEL PUIG LLIVINA 28  PLAYA DE LAS AMERICAS,HOTEL H10 LAS PALMERAS: En la oficina de recepción,Arona,38660,TENERIFE,329746,3.1052e+006,20170908000000,
129,DESA00230,CTRA RINCON DEL S/N,EDIF. ANEXO AL C.C. LAS ARENAS: Oficinas YUDAYA,Palmas de Gran Canaria (Las),35010,GRAN CANARIA,455929,3.11148e+006,20170908000000,
